"season","date","visitor","visitor.score","loc","host","host.score","ot","tournament","conference"
2013,"2012-10-27","Bemidji State",3,"@","Nebraska-Omaha",2,"","","WC"
2013,"2012-10-27","Alabama-Huntsville",3,"@","American International",4,"","","NC"
2013,"2012-10-27","Niagara",4,"@","Clarkson",4,"OT","","NC"
2013,"2012-10-27","Colorado College",2,"@","Cornell",3,"","","NC"
2013,"2012-10-27","Bentley",0,"@","Harvard",5,"","","NC"
2013,"2012-10-27","Penn State",6,"@","Sacred Heart",3,"","","NC"
2013,"2012-10-27","Union",2,"@","Connecticut",2,"OT","","NC"
2013,"2012-10-27","Dartmouth",4,"@","Brown",0,"","Ivy Shootout","NC"
2013,"2012-10-27","Princeton",2,"@","Yale",3,"","Ivy Shootout","NC"
2013,"2012-10-28","Massachusetts-Lowell",3,"@","Boston College",6,"","","HE"
2013,"2012-10-28","Canisius",0,"@","Minnesota",1,"","","NC"
2013,"2012-11-02","Holy Cross",3,"@","Air Force",2,"","","AH"
2013,"2012-11-02","RIT",2,"@","American International",2,"OT","","AH"
2013,"2012-11-02","Connecticut",0,"@","Niagara",3,"","","AH"
2013,"2012-11-02","Bentley",2,"@","Robert Morris",5,"","","AH"
2013,"2012-11-02","Mercyhurst",3,"@","Sacred Heart",0,"","","AH"
2013,"2012-11-02","Miami",0,"@","Ferris State",3,"","","CC"
2013,"2012-11-02","Bowling Green",1,"@","Michigan State",0,"","","CC"
2013,"2012-11-02","Western Michigan",3,"@","Notre Dame",2,"","","CC"
2013,"2012-11-02","Michigan",4,"@","Northern Michigan",4,"OT","Michigan wins shootout, 1-0","CC"
2013,"2012-11-02","Lake Superior",1,"@","Alaska",2,"","","CC"
2013,"2012-11-02","Cornell",3,"@","Colgate",1,"","","EC"
2013,"2012-11-02","Yale",4,"@","Dartmouth",7,"","","EC"
2013,"2012-11-02","Brown",2,"@","Harvard",3,"","","EC"
2013,"2012-11-02","Union",4,"@","Rensselaer",2,"","","EC"
2013,"2012-11-02","Boston College",4,"@","Maine",2,"","","HE"
2013,"2012-11-02","Merrimack",5,"@","Northeastern",2,"","","HE"
2013,"2012-11-02","New Hampshire",1,"@","Massachusetts",2,"OT","","HE"
2013,"2012-11-02","Providence",3,"@","Vermont",2,"","","HE"
2013,"2012-11-02","St. Cloud State",3,"@","Denver",0,"","","WC"
2013,"2012-11-02","Nebraska-Omaha",2,"@","Michigan Tech",1,"","","WC"
2013,"2012-11-02","Minnesota State",2,"@","Minnesota",3,"","","WC"
2013,"2012-11-02","Colorado College",5,"@","Wisconsin",4,"OT","","WC"
2013,"2012-11-02","Alabama-Huntsville",0,"@","St. Lawrence",4,"","","NC"
2013,"2012-11-02","Boston University",2,"@","North Dakota",4,"","","NC"
2013,"2012-11-03","Holy Cross",0,"@","Air Force",7,"","","AH"
2013,"2012-11-03","RIT",3,"@","American International",0,"","","AH"
2013,"2012-11-03","Connecticut",0,"@","Niagara",5,"","","AH"
2013,"2012-11-03","Bentley",5,"@","Robert Morris",4,"","","AH"
2013,"2012-11-03","Mercyhurst",3,"@","Sacred Heart",1,"","","AH"
2013,"2012-11-03","Michigan State",6,"@","Bowling Green",1,"","","CC"
2013,"2012-11-03","Miami",4,"@","Ferris State",2,"","","CC"
2013,"2012-11-03","Michigan",3,"@","Northern Michigan",4,"","","CC"
2013,"2012-11-03","Lake Superior",4,"@","Alaska",2,"","","CC"
2013,"2012-11-03","Colgate",2,"@","Cornell",2,"OT","","EC"
2013,"2012-11-03","Brown",1,"@","Dartmouth",2,"","","EC"
2013,"2012-11-03","Yale",5,"@","Harvard",1,"","","EC"
2013,"2012-11-03","Rensselaer",3,"@","Union",7,"","","EC"
2013,"2012-11-03","Northeastern",2,"@","Merrimack",4,"","","HE"
2013,"2012-11-03","Providence",0,"@","Vermont",2,"","","HE"
2013,"2012-11-03","St. Cloud State",1,"@","Denver",6,"","","WC"
2013,"2012-11-03","Minnesota",3,"@","Minnesota State",5,"","","WC"
2013,"2012-11-03","Nebraska-Omaha",5,"@","Michigan Tech",3,"","","WC"
2013,"2012-11-03","Colorado College",3,"@","Wisconsin",0,"","","WC"
2013,"2012-11-03","Clarkson",3,"@","Canisius",3,"OT","","NC"
2013,"2012-11-03","Buffalo State",2,"@","Penn State",4,"","","NC"
2013,"2012-11-03","Alabama-Huntsville",1,"@","St. Lawrence",3,"","","NC"
2013,"2012-11-03","Boston University",4,"@","North Dakota",2,"","","NC"
2013,"2012-11-04","Western Michigan",0,"@","Notre Dame",4,"","","CC"
2013,"2012-11-04","Massachusetts",2,"@","Boston College",3,"","","HE"
2013,"2012-11-04","New Hampshire",4,"@","Maine",0,"","","HE"
2013,"2012-11-04","Clarkson",2,"@","Canisius",2,"OT","","NC"
2013,"2012-11-06","American International",2,"@","Quinnipiac",1,"","","NC"
2013,"2012-11-09","Niagara",5,"@","Army",0,"","","AH"
2013,"2012-11-09","Robert Morris",4,"@","Canisius",0,"","","AH"
2013,"2012-11-09","Bentley",3,"@","Holy Cross",4,"","","AH"
2013,"2012-11-09","Mercyhurst",5,"@","RIT",3,"","","AH"
2013,"2012-11-09","Sacred Heart",3,"@","Connecticut",5,"","","AH"
2013,"2012-11-09","Ferris State",1,"@","Lake Superior",4,"","","CC"
2013,"2012-11-09","Northern Michigan",2,"@","Miami",5,"","","CC"
2013,"2012-11-09","Alaska",1,"@","Ohio State",1,"OT","Ohio State wins shootout, 2-1 (6 rounds)","CC"
2013,"2012-11-09","Michigan State",1,"@","Michigan",5,"","","CC"
2013,"2012-11-09","Bowling Green",1,"@","Western Michigan",3,"","","CC"
2013,"2012-11-09","St. Lawrence",3,"@","Brown",3,"OT","","EC"
2013,"2012-11-09","Rensselaer",0,"@","Dartmouth",4,"","","EC"
2013,"2012-11-09","Union",6,"@","Harvard",2,"","","EC"
2013,"2012-11-09","Cornell",3,"@","Princeton",5,"","","EC"
2013,"2012-11-09","Colgate",2,"@","Quinnipiac",3,"OT","","EC"
2013,"2012-11-09","Clarkson",1,"@","Yale",0,"","","EC"
2013,"2012-11-09","Boston University",3,"@","Merrimack",1,"","","HE"
2013,"2012-11-09","Providence",0,"@","Massachusetts",4,"","","HE"
2013,"2012-11-09","Maine",1,"@","Massachusetts-Lowell",2,"","","HE"
2013,"2012-11-09","Bemidji State",2,"@","Colorado College",3,"","","WC"
2013,"2012-11-09","Denver",4,"@","Minnesota State",3,"","","WC"
2013,"2012-11-09","North Dakota",3,"@","St. Cloud State",0,"","","WC"
2013,"2012-11-09","Minnesota",4,"@","Alaska-Anchorage",0,"","","WC"
2013,"2012-11-09","Notre Dame",1,"@","Boston College",3,"","","NC"
2013,"2012-11-09","Air Force",5,"@","Penn State",1,"","","NC"
2013,"2012-11-10","Niagara",4,"@","Army",1,"","","AH"
2013,"2012-11-10","Canisius",6,"@","RIT",3,"","","AH"
2013,"2012-11-10","Western Michigan",2,"@","Bowling Green",2,"OT","Western Michigan wins shootout, 2-0 (2 rounds)","CC"
2013,"2012-11-10","Ferris State",2,"@","Lake Superior",1,"","","CC"
2013,"2012-11-10","Michigan",2,"@","Michigan State",7,"","","CC"
2013,"2012-11-10","Northern Michigan",2,"@","Miami",2,"OT","Miami wins shootout, 2-0","CC"
2013,"2012-11-10","Alaska",3,"@","Ohio State",1,"","","CC"
2013,"2012-11-10","Clarkson",3,"@","Brown",3,"OT","","EC"
2013,"2012-11-10","Union",2,"@","Dartmouth",3,"","","EC"
2013,"2012-11-10","Rensselaer",0,"@","Harvard",4,"","","EC"
2013,"2012-11-10","Colgate",0,"@","Princeton",4,"","","EC"
2013,"2012-11-10","Cornell",1,"@","Quinnipiac",4,"","","EC"
2013,"2012-11-10","St. Lawrence",2,"@","Yale",4,"","","EC"
2013,"2012-11-10","Maine",4,"@","Massachusetts-Lowell",3,"","","HE"
2013,"2012-11-10","Vermont",0,"@","New Hampshire",4,"","","HE"
2013,"2012-11-10","Bemidji State",3,"@","Colorado College",6,"","","WC"
2013,"2012-11-10","Denver",3,"@","Minnesota State",2,"","","WC"
2013,"2012-11-10","North Dakota",2,"@","St. Cloud State",5,"","","WC"
2013,"2012-11-10","Minnesota",2,"@","Alaska-Anchorage",2,"OT","","WC"
2013,"2012-11-10","Minnesota-Duluth",2,"@","Nebraska-Omaha",3,"","","WC"
2013,"2012-11-10","Connecticut",3,"@","Merrimack",1,"","","NC"
2013,"2012-11-10","Alabama-Huntsville",0,"@","Northeastern",3,"","","NC"
2013,"2012-11-10","Air Force",1,"@","Penn State",5,"","","NC"
2013,"2012-11-11","Holy Cross",6,"@","Sacred Heart",3,"","","AH"
2013,"2012-11-11","Boston College",4,"@","Boston University",2,"","","HE"
2013,"2012-11-11","Minnesota-Duluth",3,"@","Nebraska-Omaha",6,"","","WC"
2013,"2012-11-11","Alabama-Huntsville",1,"@","Northeastern",3,"","","NC"
2013,"2012-11-15","Notre Dame",3,"@","Michigan",1,"","","CC"
2013,"2012-11-16","Bentley",7,"@","American International",3,"","","AH"
2013,"2012-11-16","Sacred Heart",2,"@","Army",3,"","","AH"
2013,"2012-11-16","Niagara",2,"@","Canisius",1,"","","AH"
2013,"2012-11-16","Ferris State",4,"@","Bowling Green",3,"OT","","CC"
2013,"2012-11-16","Michigan State",2,"@","Miami",2,"OT","Miami wins shootout 2-0","CC"
2013,"2012-11-16","Northern Michigan",0,"@","Ohio State",2,"","","CC"
2013,"2012-11-16","Western Michigan",1,"@","Alaska",6,"","","CC"
2013,"2012-11-16","Notre Dame",4,"@","Michigan",1,"","","CC"
2013,"2012-11-16","Quinnipiac",5,"@","Clarkson",2,"","","EC"
2013,"2012-11-16","Dartmouth",4,"@","Colgate",5,"","","EC"
2013,"2012-11-16","Harvard",4,"@","Cornell",1,"","","EC"
2013,"2012-11-16","Princeton",3,"@","St. Lawrence",3,"OT","","EC"
2013,"2012-11-16","Merrimack",3,"@","Boston College",4,"","","HE"
2013,"2012-11-16","Massachusetts",2,"@","Maine",2,"OT","","HE"
2013,"2012-11-16","Northeastern",2,"@","Providence",6,"","","HE"
2013,"2012-11-16","New Hampshire",3,"@","Massachusetts-Lowell",0,"","","HE"
2013,"2012-11-16","Boston University",6,"@","Vermont",2,"","","HE"
2013,"2012-11-16","Michigan Tech",5,"@","Bemidji State",4,"OT","","WC"
2013,"2012-11-16","Denver",6,"@","Colorado College",5,"","","WC"
2013,"2012-11-16","Wisconsin",2,"@","Minnesota",2,"OT","","WC"
2013,"2012-11-16","Minnesota-Duluth",4,"@","North Dakota",4,"OT","","WC"
2013,"2012-11-16","Alabama-Huntsville",2,"@","Lake Superior",1,"","","NC"
2013,"2012-11-16","Mercyhurst",2,"@","Rensselaer",4,"","","NC"
2013,"2012-11-17","Connecticut",1,"@","Bentley",3,"","","AH"
2013,"2012-11-17","RIT",3,"@","Holy Cross",7,"","","AH"
2013,"2012-11-17","Robert Morris",0,"@","Niagara",3,"","","AH"
2013,"2012-11-17","American International",2,"@","Sacred Heart",2,"OT","","AH"
2013,"2012-11-17","Ferris State",3,"@","Bowling Green",1,"","","CC"
2013,"2012-11-17","Michigan State",0,"@","Miami",2,"","","CC"
2013,"2012-11-17","Northern Michigan",2,"@","Ohio State",4,"","","CC"
2013,"2012-11-17","Western Michigan",3,"@","Alaska",2,"","","CC"
2013,"2012-11-17","Princeton",2,"@","Clarkson",7,"","","EC"
2013,"2012-11-17","Harvard",0,"@","Colgate",1,"","","EC"
2013,"2012-11-17","Dartmouth",1,"@","Cornell",1,"OT","","EC"
2013,"2012-11-17","Quinnipiac",6,"@","St. Lawrence",2,"","","EC"
2013,"2012-11-17","Michigan Tech",2,"@","Bemidji State",1,"OT","","WC"
2013,"2012-11-17","Colorado College",2,"@","Denver",6,"","","WC"
2013,"2012-11-17","Wisconsin",1,"@","Minnesota",3,"","","WC"
2013,"2012-11-17","Minnesota-Duluth",3,"@","North Dakota",4,"OT","","WC"
2013,"2012-11-17","Army",0,"@","Brown",3,"","","NC"
2013,"2012-11-17","Alabama-Huntsville",0,"@","Lake Superior",4,"","","NC"
2013,"2012-11-17","Mercyhurst",1,"@","Rensselaer",4,"","","NC"
2013,"2012-11-18","RIT",3,"@","Holy Cross",3,"OT","","AH"
2013,"2012-11-18","New Hampshire",3,"@","Boston University",1,"","","HE"
2013,"2012-11-18","Massachusetts-Lowell",8,"@","Massachusetts",2,"","","HE"
2013,"2012-11-18","Northeastern",2,"@","Vermont",3,"","","HE"
2013,"2012-11-20","Vermont",1,"@","Massachusetts",3,"","","HE"
2013,"2012-11-20","Quinnipiac",2,"@","Providence",0,"","","NC"
2013,"2012-11-21","Bowling Green",1,"@","Michigan",3,"","","CC"
2013,"2012-11-23","Mercyhurst",4,"@","Bentley",3,"OT","","AH"
2013,"2012-11-23","Air Force",1,"@","Connecticut",2,"","","AH"
2013,"2012-11-23","Ohio State",4,"@","Lake Superior",1,"","","CC"
2013,"2012-11-23","Alaska",3,"@","Northern Michigan",4,"OT","","CC"
2013,"2012-11-23","Alaska-Anchorage",2,"@","Bemidji State",2,"OT","","WC"
2013,"2012-11-23","St. Cloud State",1,"@","Minnesota-Duluth",2,"","","WC"
2013,"2012-11-23","Minnesota State",4,"@","Wisconsin",2,"","","WC"
2013,"2012-11-23","New Hampshire",4,"@","Colorado College",4,"OT","","NC"
2013,"2012-11-23","Yale",2,"@","Denver",1,"OT","","NC"
2013,"2012-11-23","Colgate",1,"@","Merrimack",1,"OT","","NC"
2013,"2012-11-23","North Dakota",2,"@","Notre Dame",1,"","","NC"
2013,"2012-11-23","St. Lawrence",5,"@","Northeastern",2,"","","NC"
2013,"2012-11-23","Clarkson",3,"@","RIT",3,"OT","","NC"
2013,"2012-11-23","Princeton",4,"@","Sacred Heart",3,"","","NC"
2013,"2012-11-23","Alabama-Huntsville",2,"@","Nebraska-Omaha",3,"","","NC"
2013,"2012-11-23","Minnesota",5,"@","Vermont",1,"","","NC"
2013,"2012-11-24","Mercyhurst",1,"@","Bentley",5,"","","AH"
2013,"2012-11-24","American International",1,"@","Canisius",1,"OT","","AH"
2013,"2012-11-24","Air Force",2,"@","Connecticut",3,"OT","","AH"
2013,"2012-11-24","Ohio State",2,"@","Lake Superior",3,"","","CC"
2013,"2012-11-24","Alaska",2,"@","Northern Michigan",2,"OT","NMU wins shootout, 2-0","CC"
2013,"2012-11-24","Alaska-Anchorage",4,"@","Bemidji State",5,"","","WC"
2013,"2012-11-24","St. Cloud State",5,"@","Minnesota-Duluth",1,"","","WC"
2013,"2012-11-24","Minnesota State",4,"@","Wisconsin",2,"","","WC"
2013,"2012-11-24","Dartmouth",3,"@","Boston College",6,"","","NC"
2013,"2012-11-24","Providence",7,"@","Brown",0,"","","NC"
2013,"2012-11-24","St. Lawrence",0,"@","Boston University",4,"","","NC"
2013,"2012-11-24","Yale",6,"@","Colorado College",5,"OT","","NC"
2013,"2012-11-24","New Hampshire",6,"@","Denver",4,"","","NC"
2013,"2012-11-24","North Dakota",2,"@","Notre Dame",5,"","","NC"
2013,"2012-11-24","Penn State",0,"@","Union",2,"","","NC"
2013,"2012-11-24","Quinnipiac",2,"@","Massachusetts",2,"OT","","NC"
2013,"2012-11-24","Princeton",1,"@","Massachusetts-Lowell",3,"","","NC"
2013,"2012-11-24","Alabama-Huntsville",0,"@","Nebraska-Omaha",8,"","","NC"
2013,"2012-11-24","Minnesota",3,"@","Vermont",1,"","","NC"
2013,"2012-11-25","American International",1,"@","Canisius",4,"","","AH"
2013,"2012-11-25","Holy Cross",2,"@","Brown",3,"","","NC"
2013,"2012-11-25","Penn State",1,"@","Union",4,"","","NC"
2013,"2012-11-29","Army",3,"@","Bentley",2,"","","AH"
2013,"2012-11-30","Mercyhurst",5,"@","Air Force",4,"","","AH"
2013,"2012-11-30","Robert Morris",4,"@","Holy Cross",3,"","","AH"
2013,"2012-11-30","Sacred Heart",3,"@","Niagara",5,"","","AH"
2013,"2012-11-30","Canisius",3,"@","Connecticut",0,"","","AH"
2013,"2012-11-30","Michigan",0,"@","Ferris State",5,"","","CC"
2013,"2012-11-30","Ohio State",1,"@","Michigan State",0,"","","CC"
2013,"2012-11-30","Lake Superior",2,"@","Notre Dame",3,"","","CC"
2013,"2012-11-30","Miami",5,"@","Alaska",2,"","","CC"
2013,"2012-11-30","Northern Michigan",2,"@","Western Michigan",4,"","","CC"
2013,"2012-11-30","St. Lawrence",4,"@","Colgate",2,"","","EC"
2013,"2012-11-30","Clarkson",1,"@","Cornell",3,"","","EC"
2013,"2012-11-30","Princeton",2,"@","Rensselaer",2,"OT","","EC"
2013,"2012-11-30","Quinnipiac",4,"@","Union",0,"","","EC"
2013,"2012-11-30","Boston College",2,"@","Boston University",4,"","","HE"
2013,"2012-11-30","Providence",3,"@","Merrimack",2,"OT","","HE"
2013,"2012-11-30","Vermont",2,"@","Maine",1,"","","HE"
2013,"2012-11-30","Northeastern",1,"@","Massachusetts",0,"","","HE"
2013,"2012-11-30","Massachusetts-Lowell",2,"@","New Hampshire",5,"","","HE"
2013,"2012-11-30","North Dakota",3,"@","Colorado College",5,"","","WC"
2013,"2012-11-30","Wisconsin",1,"@","Denver",1,"OT","","WC"
2013,"2012-11-30","Bemidji State",0,"@","Minnesota State",3,"","","WC"
2013,"2012-11-30","Minnesota-Duluth",7,"@","Michigan Tech",3,"","","WC"
2013,"2012-11-30","St. Cloud State",4,"@","Alaska-Anchorage",3,"OT","","WC"
2013,"2012-11-30","Nebraska-Omaha",3,"@","Minnesota",2,"","","WC"
2013,"2012-12-01","American International",2,"@","Army",3,"","","AH"
2013,"2012-12-01","Robert Morris",1,"@","Holy Cross",1,"OT","","AH"
2013,"2012-12-01","Sacred Heart",2,"@","Niagara",5,"","","AH"
2013,"2012-12-01","Canisius",3,"@","Connecticut",1,"","","AH"
2013,"2012-12-01","Michigan",3,"@","Ferris State",3,"OT","Michigan wins shootout, 3-2 (4 rounds)","CC"
2013,"2012-12-01","Ohio State",3,"@","Michigan State",1,"","","CC"
2013,"2012-12-01","Lake Superior",1,"@","Notre Dame",6,"","","CC"
2013,"2012-12-01","Miami",4,"@","Alaska",0,"","","CC"
2013,"2012-12-01","Northern Michigan",0,"@","Western Michigan",1,"","","CC"
2013,"2012-12-01","Clarkson",4,"@","Colgate",5,"OT","","EC"
2013,"2012-12-01","St. Lawrence",1,"@","Cornell",3,"","","EC"
2013,"2012-12-01","Quinnipiac",3,"@","Rensselaer",1,"","","EC"
2013,"2012-12-01","Princeton",4,"@","Union",4,"OT","","EC"
2013,"2012-12-01","Brown",3,"@","Yale",4,"","","EC"
2013,"2012-12-01","Boston University",2,"@","Boston College",5,"","","HE"
2013,"2012-12-01","Vermont",2,"@","Maine",2,"OT","","HE"
2013,"2012-12-01","Massachusetts",6,"@","Northeastern",3,"","","HE"
2013,"2012-12-01","Merrimack",2,"@","Providence",1,"","","HE"
2013,"2012-12-01","New Hampshire",5,"@","Massachusetts-Lowell",2,"","","HE"
2013,"2012-12-01","North Dakota",3,"@","Colorado College",2,"OT","","WC"
2013,"2012-12-01","Wisconsin",3,"@","Denver",1,"","","WC"
2013,"2012-12-01","Bemidji State",1,"@","Minnesota State",6,"","","WC"
2013,"2012-12-01","Minnesota-Duluth",4,"@","Michigan Tech",4,"OT","","WC"
2013,"2012-12-01","St. Cloud State",1,"@","Alaska-Anchorage",3,"","","WC"
2013,"2012-12-01","Nebraska-Omaha",2,"@","Minnesota",3,"","","WC"
2013,"2012-12-01","Bentley",2,"@","Dartmouth",5,"","","NC"
2013,"2012-12-02","RIT",2,"@","Air Force",3,"OT","","AH"
2013,"2012-12-04","Michigan Tech",1,"@","Northern Michigan",2,"","","NC"
2013,"2012-12-05","Clarkson",4,"@","St. Lawrence",1,"","","EC"
2013,"2012-12-05","Vermont",2,"@","Dartmouth",4,"","","NC"
2013,"2012-12-06","Boston University",3,"@","New Hampshire",2,"","","HE"
2013,"2012-12-07","Air Force",7,"@","Bentley",4,"","","AH"
2013,"2012-12-07","American International",7,"@","Mercyhurst",3,"","","AH"
2013,"2012-12-07","Sacred Heart",3,"@","RIT",5,"","","AH"
2013,"2012-12-07","Army",2,"@","Connecticut",2,"OT","","AH"
2013,"2012-12-07","Lake Superior",2,"@","Miami",3,"","","CC"
2013,"2012-12-07","Michigan State",2,"@","Notre Dame",3,"","","CC"
2013,"2012-12-07","Bowling Green",3,"@","Alaska",2,"","","CC"
2013,"2012-12-07","Ferris State",2,"@","Western Michigan",4,"","","CC"
2013,"2012-12-07","Union",3,"@","Brown",3,"OT","","EC"
2013,"2012-12-07","Princeton",1,"@","Quinnipiac",3,"","","EC"
2013,"2012-12-07","Rensselaer",6,"@","Yale",1,"","","EC"
2013,"2012-12-07","Boston College",3,"@","Providence",3,"OT","","HE"
2013,"2012-12-07","Minnesota",4,"@","Colorado College",2,"","","WC"
2013,"2012-12-07","Alaska-Anchorage",1,"@","Minnesota State",3,"","","WC"
2013,"2012-12-07","Nebraska-Omaha",6,"@","St. Cloud State",5,"","","WC"
2013,"2012-12-07","Bemidji State",2,"@","Minnesota-Duluth",4,"","","WC"
2013,"2012-12-07","Denver",2,"@","North Dakota",2,"OT","","WC"
2013,"2012-12-07","Michigan Tech",1,"@","Wisconsin",1,"OT","","WC"
2013,"2012-12-07","Penn State",4,"@","Holy Cross",5,"OT","","NC"
2013,"2012-12-07","Harvard",2,"@","Merrimack",2,"OT","","NC"
2013,"2012-12-07","Robert Morris",3,"@","Ohio State",2,"","","NC"
2013,"2012-12-07","Finlandia",2,"@","Alabama-Huntsville",5,"","","NC"
2013,"2012-12-07","Colgate",6,"@","Massachusetts",4,"","","NC"
2013,"2012-12-08","Air Force",2,"@","Bentley",2,"OT","","AH"
2013,"2012-12-08","American International",2,"@","Mercyhurst",7,"","","AH"
2013,"2012-12-08","Sacred Heart",2,"@","RIT",5,"","","AH"
2013,"2012-12-08","Lake Superior",1,"@","Miami",0,"","","CC"
2013,"2012-12-08","Michigan State",1,"@","Notre Dame",5,"","","CC"
2013,"2012-12-08","Bowling Green",3,"@","Alaska",3,"OT","Alaska wins shootout, 1-0","CC"
2013,"2012-12-08","Ferris State",1,"@","Western Michigan",2,"","","CC"
2013,"2012-12-08","Rensselaer",2,"@","Brown",2,"OT","","EC"
2013,"2012-12-08","Quinnipiac",3,"@","Princeton",0,"","","EC"
2013,"2012-12-08","Union",2,"@","Yale",2,"OT","","EC"
2013,"2012-12-08","Maine",0,"@","Boston University",1,"","","HE"
2013,"2012-12-08","Northeastern",0,"@","Massachusetts-Lowell",2,"","","HE"
2013,"2012-12-08","Minnesota",4,"@","Colorado College",4,"OT","","WC"
2013,"2012-12-08","Alaska-Anchorage",0,"@","Minnesota State",3,"","","WC"
2013,"2012-12-08","Nebraska-Omaha",1,"@","St. Cloud State",2,"","","WC"
2013,"2012-12-08","Bemidji State",2,"@","Minnesota-Duluth",1,"","","WC"
2013,"2012-12-08","Denver",3,"@","North Dakota",6,"","","WC"
2013,"2012-12-08","Michigan Tech",3,"@","Wisconsin",3,"OT","","WC"
2013,"2012-12-08","Penn State",1,"@","Holy Cross",4,"","","NC"
2013,"2012-12-08","Ohio State",2,"@","Robert Morris",2,"OT","","NC"
2013,"2012-12-08","Finlandia",1,"@","Alabama-Huntsville",4,"","","NC"
2013,"2012-12-08","Colgate",5,"@","Massachusetts",2,"","","NC"
2013,"2012-12-10","Massachusetts-Lowell",5,"@","Harvard",0,"","","NC"
2013,"2012-12-11","Penn State",4,"@","Fredonia",0,"","","NC"
2013,"2012-12-11","Army",2,"@","Merrimack",4,"","","NC"
2013,"2012-12-11","Massachusetts",2,"@","Yale",4,"","","NC"
2013,"2012-12-12","RIT",2,"@","Niagara",2,"OT","","AH"
2013,"2012-12-13","Alabama-Huntsville",0,"@","Wisconsin",5,"","","NC"
2013,"2012-12-14","Northern Michigan",0,"@","Lake Superior",3,"","","CC"
2013,"2012-12-14","Miami",1,"@","Ohio State",1,"OT","Miami wins shootout, 1-0","CC"
2013,"2012-12-14","Western Michigan",4,"@","Michigan",1,"","","CC"
2013,"2012-12-14","Denver",1,"@","Bemidji State",1,"OT","","WC"
2013,"2012-12-14","North Dakota",6,"@","Michigan Tech",1,"","","WC"
2013,"2012-12-14","Colorado College",3,"@","St. Cloud State",5,"","","WC"
2013,"2012-12-14","Minnesota-Duluth",5,"@","Alaska-Anchorage",1,"","","WC"
2013,"2012-12-14","Minnesota State",6,"@","Nebraska-Omaha",3,"","","WC"
2013,"2012-12-14","Alabama-Huntsville",1,"@","Wisconsin",4,"","","NC"
2013,"2012-12-15","Notre Dame",4,"@","Bowling Green",1,"","","CC"
2013,"2012-12-15","Northern Michigan",1,"@","Lake Superior",3,"","","CC"
2013,"2012-12-15","Ferris State",1,"@","Michigan State",3,"","","CC"
2013,"2012-12-15","Miami",3,"@","Ohio State",1,"","","CC"
2013,"2012-12-15","Western Michigan",0,"@","Michigan",2,"","","CC"
2013,"2012-12-15","Denver",1,"@","Bemidji State",5,"","","WC"
2013,"2012-12-15","North Dakota",4,"@","Michigan Tech",1,"","","WC"
2013,"2012-12-15","Colorado College",1,"@","St. Cloud State",3,"","","WC"
2013,"2012-12-15","Minnesota-Duluth",2,"@","Alaska-Anchorage",1,"","","WC"
2013,"2012-12-15","Minnesota State",1,"@","Nebraska-Omaha",5,"","","WC"
2013,"2012-12-15","Mercyhurst",3,"@","Clarkson",1,"","","NC"
2013,"2012-12-15","Robert Morris",3,"@","Penn State",2,"","","NC"
2013,"2012-12-15","Vermont",5,"@","St. Lawrence",2,"","","NC"
2013,"2012-12-18","Canisius",2,"@","Mercyhurst",3,"OT","","AH"
2013,"2012-12-20","Vermont",4,"@","Providence",4,"OT","","HE"
2013,"2012-12-27","Rensselaer",4,"@","St. Cloud State",3,"","","NC"
2013,"2012-12-28","Rensselaer",1,"@","St. Cloud State",2,"","","NC"
2013,"2012-12-29","Army",1,"@","Canisius",5,"","","AH"
2013,"2012-12-29","American International",2,"@","Connecticut",7,"","UConn Hockey Classic","AH"
2013,"2012-12-29","Niagara",0,"@","Bowling Green",3,"","","NC"
2013,"2012-12-29","Boston University",0,"@","Denver",6,"","","NC"
2013,"2012-12-29","Northeastern",5,"@","Harvard",1,"","","NC"
2013,"2012-12-29","Nebraska-Omaha",4,"@","Quinnipiac",5,"","","NC"
2013,"2012-12-29","Air Force",0,"@","Minnesota",4,"","Mariucci Classic","NC"
2013,"2012-12-29","Union",1,"@","Vermont",2,"","Catamount Cup","NC"
2013,"2012-12-30","Army",1,"@","Canisius",0,"OT","","AH"
2013,"2012-12-30","Yale",4,"@","Holy Cross",5,"","","NC"
2013,"2012-12-30","Nebraska-Omaha",1,"@","Quinnipiac",3,"","","NC"
2013,"2012-12-30","Bentley",2,"@","Massachusetts-Lowell",3,"","","NC"
2013,"2012-12-30","Boston College",1,"@","Minnesota",8,"","Mariucci Classic","NC"
2013,"2012-12-30","Minnesota State",3,"@","Connecticut",1,"","UConn Hockey Classic","NC"
2013,"2012-12-30","New Hampshire",1,"@","Dartmouth",4,"","Ledyard Bank Classic","NC"
2013,"2012-12-30","Princeton",3,"@","Vermont",6,"","Catamount Cup","NC"
2013,"2012-12-31","Sacred Heart",2,"@","Rensselaer",6,"","","NC"
2013,"2012-12-31","Massachusetts",3,"@","Dartmouth",2,"","Ledyard Bank Classic","NC"
2013,"2013-01-04","Robert Morris",0,"@","Army",5,"","","AH"
2013,"2013-01-04","Harvard",2,"@","Princeton",3,"OT","","EC"
2013,"2013-01-04","Dartmouth",2,"@","Quinnipiac",3,"OT","","EC"
2013,"2013-01-04","Wisconsin",5,"@","Alaska-Anchorage",3,"","","WC"
2013,"2013-01-04","Colorado College",4,"@","Nebraska-Omaha",8,"","","WC"
2013,"2013-01-04","Yale",3,"@","Boston College",3,"OT","","NC"
